product,content,sentiment,date_time
Ring Video Doorbell,Sample tweet 😄 about Ring Video Doorbell,positive,2016-07-03
Echo Dot,Sample tweet 😠 about Echo Dot,neutral,2016-08-15
Ring Video Doorbell,Sample tweet 😒 about Kindle Paperwhite,neutral,2016-08-08
Kindle Paperwhite,Sample tweet 😊 about Fire TV Stick,neutral,2016-09-08
Fire TV Stick,Sample tweet 😔 about Kindle Paperwhite,negative,2016-08-26
Echo Dot,Sample tweet 😔 about AmazonBasics Backpack,positive,2016-09-07
Kindle Paperwhite,Sample tweet 😠 about Echo Dot,neutral,2016-09-15
Kindle Paperwhite,Sample tweet 😕 about Echo Dot,negative,2016-09-04
Fire TV Stick,Sample tweet 😒 about Ring Video Doorbell,positive,2016-08-25
Kindle Paperwhite,Sample tweet 😊 about AmazonBasics Backpack,negative,2016-08-29
Ring Video Doorbell,Sample tweet 😊 about Ring Video Doorbell,neutral,2016-07-03
AmazonBasics Backpack,Sample tweet 😃 about Kindle Paperwhite,neutral,2016-09-24
Kindle Paperwhite,Sample tweet 😡 about Ring Video Doorbell,neutral,2016-08-01
Kindle Paperwhite,Sample tweet 😃 about Echo Dot,neutral,2016-08-22
Kindle Paperwhite,Sample tweet 😕 about Fire TV Stick,positive,2016-08-13
AmazonBasics Backpack,Sample tweet 😠 about AmazonBasics Backpack,neutral,2016-09-17
Fire TV Stick,Sample tweet 😄 about Ring Video Doorbell,positive,2016-07-17
Ring Video Doorbell,Sample tweet 😔 about Ring Video Doorbell,positive,2016-09-11
Kindle Paperwhite,Sample tweet 😒 about Echo Dot,neutral,2016-07-07
Fire TV Stick,Sample tweet 😔 about Fire TV Stick,negative,2016-08-29
Kindle Paperwhite,Sample tweet 😒 about AmazonBasics Backpack,positive,2016-07-03
Fire TV Stick,Sample tweet 😔 about Kindle Paperwhite,negative,2016-09-06
AmazonBasics Backpack,Sample tweet 😒 about Ring Video Doorbell,neutral,2016-08-17
AmazonBasics Backpack,Sample tweet 😃 about AmazonBasics Backpack,positive,2016-07-16
Echo Dot,Sample tweet 😒 about Kindle Paperwhite,neutral,2016-07-17
Echo Dot,Sample tweet 😃 about Kindle Paperwhite,positive,2016-07-02
AmazonBasics Backpack,Sample tweet 😒 about Fire TV Stick,neutral,2016-08-02
Ring Video Doorbell,Sample tweet 😐 about Echo Dot,positive,2016-09-18
Ring Video Doorbell,Sample tweet 😄 about Fire TV Stick,negative,2016-07-27
Echo Dot,Sample tweet 😒 about AmazonBasics Backpack,negative,2016-07-04
Ring Video Doorbell,Sample tweet 😃 about AmazonBasics Backpack,negative,2016-08-30
Kindle Paperwhite,Sample tweet 😕 about AmazonBasics Backpack,neutral,2016-08-20
AmazonBasics Backpack,Sample tweet 😐 about Kindle Paperwhite,neutral,2016-08-29
Ring Video Doorbell,Sample tweet 😊 about Kindle Paperwhite,negative,2016-08-31
Fire TV Stick,Sample tweet 😐 about Fire TV Stick,positive,2016-07-15
AmazonBasics Backpack,Sample tweet 😔 about AmazonBasics Backpack,negative,2016-08-21
Ring Video Doorbell,Sample tweet 😊 about Echo Dot,negative,2016-08-14
Ring Video Doorbell,Sample tweet 😕 about Ring Video Doorbell,positive,2016-09-22
Fire TV Stick,Sample tweet 😡 about Fire TV Stick,positive,2016-09-02
AmazonBasics Backpack,Sample tweet 😡 about Ring Video Doorbell,negative,2016-07-23
Kindle Paperwhite,Sample tweet 😕 about Fire TV Stick,neutral,2016-08-20
AmazonBasics Backpack,Sample tweet 😄 about Ring Video Doorbell,positive,2016-07-30
Kindle Paperwhite,Sample tweet 😔 about Fire TV Stick,positive,2016-07-01
Fire TV Stick,Sample tweet 😠 about Echo Dot,neutral,2016-07-07
AmazonBasics Backpack,Sample tweet 😒 about Echo Dot,negative,2016-09-21
Kindle Paperwhite,Sample tweet 😔 about Ring Video Doorbell,neutral,2016-07-13
Kindle Paperwhite,Sample tweet 😄 about AmazonBasics Backpack,neutral,2016-07-24
AmazonBasics Backpack,Sample tweet 😔 about Ring Video Doorbell,positive,2016-09-17
Echo Dot,Sample tweet 😊 about Fire TV Stick,negative,2016-07-17
AmazonBasics Backpack,Sample tweet 😡 about Echo Dot,negative,2016-07-23
Echo Dot,Sample tweet 😊 about Echo Dot,neutral,2016-08-18
AmazonBasics Backpack,Sample tweet 😊 about Ring Video Doorbell,positive,2016-08-26
AmazonBasics Backpack,Sample tweet 😐 about Echo Dot,negative,2016-07-02
Fire TV Stick,Sample tweet 😡 about Echo Dot,neutral,2016-08-18
Fire TV Stick,Sample tweet 😡 about Echo Dot,negative,2016-08-23
Ring Video Doorbell,Sample tweet 😔 about Kindle Paperwhite,negative,2016-08-04
AmazonBasics Backpack,Sample tweet 😊 about Ring Video Doorbell,positive,2016-09-29
Ring Video Doorbell,Sample tweet 😔 about Echo Dot,positive,2016-07-01
Ring Video Doorbell,Sample tweet 😒 about Echo Dot,neutral,2016-07-24
AmazonBasics Backpack,Sample tweet 😒 about AmazonBasics Backpack,positive,2016-09-29
Echo Dot,Sample tweet 😐 about Kindle Paperwhite,negative,2016-08-01
Fire TV Stick,Sample tweet 😡 about Kindle Paperwhite,neutral,2016-08-31
AmazonBasics Backpack,Sample tweet 😒 about Fire TV Stick,neutral,2016-07-17
Kindle Paperwhite,Sample tweet 😐 about Echo Dot,positive,2016-07-20
Ring Video Doorbell,Sample tweet 😕 about Echo Dot,positive,2016-09-12
Fire TV Stick,Sample tweet 😕 about AmazonBasics Backpack,positive,2016-07-27
Kindle Paperwhite,Sample tweet 😃 about AmazonBasics Backpack,negative,2016-08-17
Ring Video Doorbell,Sample tweet 😐 about Echo Dot,positive,2016-07-31
AmazonBasics Backpack,Sample tweet 😐 about Fire TV Stick,neutral,2016-09-24
Kindle Paperwhite,Sample tweet 😄 about Kindle Paperwhite,negative,2016-09-15
Echo Dot,Sample tweet 😡 about Fire TV Stick,neutral,2016-09-29
AmazonBasics Backpack,Sample tweet 😄 about AmazonBasics Backpack,positive,2016-08-21
Fire TV Stick,Sample tweet 😊 about Kindle Paperwhite,positive,2016-09-28
Kindle Paperwhite,Sample tweet 😕 about Ring Video Doorbell,neutral,2016-08-12
Ring Video Doorbell,Sample tweet 😔 about Kindle Paperwhite,positive,2016-08-22
Kindle Paperwhite,Sample tweet 😃 about Fire TV Stick,positive,2016-08-06
Ring Video Doorbell,Sample tweet 😠 about Echo Dot,neutral,2016-08-07
Fire TV Stick,Sample tweet 😐 about Kindle Paperwhite,negative,2016-08-06
AmazonBasics Backpack,Sample tweet 😕 about Kindle Paperwhite,neutral,2016-09-11
AmazonBasics Backpack,Sample tweet 😕 about AmazonBasics Backpack,negative,2016-07-04
Kindle Paperwhite,Sample tweet 😄 about Kindle Paperwhite,negative,2016-07-22
AmazonBasics Backpack,Sample tweet 😔 about Fire TV Stick,neutral,2016-08-21
Ring Video Doorbell,Sample tweet 😒 about Ring Video Doorbell,negative,2016-09-11
AmazonBasics Backpack,Sample tweet 😠 about AmazonBasics Backpack,positive,2016-09-30
Fire TV Stick,Sample tweet 😕 about Ring Video Doorbell,negative,2016-07-11
AmazonBasics Backpack,Sample tweet 😠 about AmazonBasics Backpack,neutral,2016-09-24
Fire TV Stick,Sample tweet 😒 about Ring Video Doorbell,negative,2016-09-03
Echo Dot,Sample tweet 😠 about Ring Video Doorbell,neutral,2016-08-12
Kindle Paperwhite,Sample tweet 😠 about Fire TV Stick,positive,2016-08-13
AmazonBasics Backpack,Sample tweet 😐 about Ring Video Doorbell,negative,2016-07-29
Kindle Paperwhite,Sample tweet 😠 about Echo Dot,positive,2016-09-10
Kindle Paperwhite,Sample tweet 😔 about Kindle Paperwhite,neutral,2016-09-11
Echo Dot,Sample tweet 😐 about Echo Dot,positive,2016-08-16
Kindle Paperwhite,Sample tweet 😄 about Echo Dot,negative,2016-09-20
Kindle Paperwhite,Sample tweet 😐 about Ring Video Doorbell,neutral,2016-07-25
Echo Dot,Sample tweet 😡 about AmazonBasics Backpack,positive,2016-07-14
AmazonBasics Backpack,Sample tweet 😐 about Ring Video Doorbell,neutral,2016-09-17
Echo Dot,Sample tweet 😠 about Echo Dot,negative,2016-08-26
Echo Dot,Sample tweet 😒 about Echo Dot,negative,2016-07-17
Fire TV Stick,Sample tweet 😠 about AmazonBasics Backpack,positive,2016-08-07
Echo Dot,Sample tweet 😕 about Fire TV Stick,negative,2016-07-29
Kindle Paperwhite,Sample tweet 😄 about Ring Video Doorbell,neutral,2016-09-12
Kindle Paperwhite,Sample tweet 😊 about AmazonBasics Backpack,positive,2016-07-12
AmazonBasics Backpack,Sample tweet 😔 about Kindle Paperwhite,negative,2016-08-19
Ring Video Doorbell,Sample tweet 😔 about AmazonBasics Backpack,positive,2016-09-04
Echo Dot,Sample tweet 😄 about AmazonBasics Backpack,neutral,2016-09-13
Fire TV Stick,Sample tweet 😔 about Ring Video Doorbell,neutral,2016-07-03
Echo Dot,Sample tweet 😄 about Fire TV Stick,negative,2016-08-03
Fire TV Stick,Sample tweet 😃 about Kindle Paperwhite,negative,2016-08-06
Kindle Paperwhite,Sample tweet 😔 about AmazonBasics Backpack,positive,2016-08-04
Fire TV Stick,Sample tweet 😃 about Fire TV Stick,neutral,2016-09-12
Kindle Paperwhite,Sample tweet 😐 about AmazonBasics Backpack,neutral,2016-08-05
Kindle Paperwhite,Sample tweet 😄 about Fire TV Stick,positive,2016-07-15
Ring Video Doorbell,Sample tweet 😒 about Ring Video Doorbell,negative,2016-07-07
Fire TV Stick,Sample tweet 😃 about AmazonBasics Backpack,neutral,2016-07-23
Kindle Paperwhite,Sample tweet 😕 about AmazonBasics Backpack,negative,2016-07-23
Echo Dot,Sample tweet 😠 about Kindle Paperwhite,negative,2016-08-18
AmazonBasics Backpack,Sample tweet 😔 about AmazonBasics Backpack,neutral,2016-09-12
Kindle Paperwhite,Sample tweet 😃 about AmazonBasics Backpack,neutral,2016-08-03
Fire TV Stick,Sample tweet 😐 about AmazonBasics Backpack,positive,2016-09-24
Echo Dot,Sample tweet 😒 about AmazonBasics Backpack,neutral,2016-08-28
Kindle Paperwhite,Sample tweet 😒 about Ring Video Doorbell,neutral,2016-09-11
Kindle Paperwhite,Sample tweet 😠 about Echo Dot,neutral,2016-09-09
Fire TV Stick,Sample tweet 😐 about Echo Dot,neutral,2016-07-12
Ring Video Doorbell,Sample tweet 😒 about Echo Dot,positive,2016-07-23
Kindle Paperwhite,Sample tweet 😊 about Echo Dot,negative,2016-07-03
Kindle Paperwhite,Sample tweet 😠 about AmazonBasics Backpack,positive,2016-08-11
Ring Video Doorbell,Sample tweet 😐 about Kindle Paperwhite,positive,2016-09-04
AmazonBasics Backpack,Sample tweet 😠 about Echo Dot,neutral,2016-07-09
Fire TV Stick,Sample tweet 😔 about Echo Dot,negative,2016-08-29
Kindle Paperwhite,Sample tweet 😡 about Kindle Paperwhite,negative,2016-08-23
Ring Video Doorbell,Sample tweet 😒 about Fire TV Stick,positive,2016-09-19
Kindle Paperwhite,Sample tweet 😠 about Echo Dot,negative,2016-09-21
AmazonBasics Backpack,Sample tweet 😊 about Kindle Paperwhite,positive,2016-09-29
Kindle Paperwhite,Sample tweet 😒 about Fire TV Stick,negative,2016-09-21
Ring Video Doorbell,Sample tweet 😔 about Echo Dot,negative,2016-08-19
Fire TV Stick,Sample tweet 😕 about Kindle Paperwhite,negative,2016-09-16
Fire TV Stick,Sample tweet 😕 about Ring Video Doorbell,neutral,2016-07-23
Fire TV Stick,Sample tweet 😐 about Ring Video Doorbell,neutral,2016-08-12
AmazonBasics Backpack,Sample tweet 😒 about Ring Video Doorbell,neutral,2016-08-12
Kindle Paperwhite,Sample tweet 😒 about Ring Video Doorbell,positive,2016-07-14
Fire TV Stick,Sample tweet 😡 about AmazonBasics Backpack,positive,2016-09-19
Kindle Paperwhite,Sample tweet 😃 about Fire TV Stick,negative,2016-09-30
Fire TV Stick,Sample tweet 😠 about Ring Video Doorbell,negative,2016-09-12
Echo Dot,Sample tweet 😕 about Echo Dot,negative,2016-08-24
Ring Video Doorbell,Sample tweet 😄 about Ring Video Doorbell,neutral,2016-09-19
Ring Video Doorbell,Sample tweet 😄 about Fire TV Stick,negative,2016-08-14
AmazonBasics Backpack,Sample tweet 😒 about Fire TV Stick,positive,2016-07-09
Fire TV Stick,Sample tweet 😕 about AmazonBasics Backpack,negative,2016-07-22
Ring Video Doorbell,Sample tweet 😕 about Echo Dot,negative,2016-07-17
Ring Video Doorbell,Sample tweet 😠 about Fire TV Stick,negative,2016-07-16
Fire TV Stick,Sample tweet 😔 about Echo Dot,positive,2016-08-17
Fire TV Stick,Sample tweet 😔 about AmazonBasics Backpack,neutral,2016-08-04
Kindle Paperwhite,Sample tweet 😒 about AmazonBasics Backpack,positive,2016-09-04
AmazonBasics Backpack,Sample tweet 😒 about Kindle Paperwhite,neutral,2016-08-14
Echo Dot,Sample tweet 😐 about AmazonBasics Backpack,negative,2016-07-16
Fire TV Stick,Sample tweet 😡 about Kindle Paperwhite,neutral,2016-08-23
Kindle Paperwhite,Sample tweet 😃 about Echo Dot,neutral,2016-07-31
Ring Video Doorbell,Sample tweet 😐 about AmazonBasics Backpack,positive,2016-07-14
Fire TV Stick,Sample tweet 😃 about Echo Dot,positive,2016-07-06
AmazonBasics Backpack,Sample tweet 😐 about Fire TV Stick,negative,2016-08-20
AmazonBasics Backpack,Sample tweet 😃 about Ring Video Doorbell,positive,2016-08-26
Kindle Paperwhite,Sample tweet 😡 about Fire TV Stick,negative,2016-08-19
Echo Dot,Sample tweet 😠 about Ring Video Doorbell,negative,2016-09-19
Kindle Paperwhite,Sample tweet 😠 about Fire TV Stick,negative,2016-08-08
AmazonBasics Backpack,Sample tweet 😐 about AmazonBasics Backpack,neutral,2016-07-11
AmazonBasics Backpack,Sample tweet 😡 about Echo Dot,neutral,2016-07-26
Fire TV Stick,Sample tweet 😠 about AmazonBasics Backpack,positive,2016-07-10
Kindle Paperwhite,Sample tweet 😕 about Ring Video Doorbell,positive,2016-07-12
Fire TV Stick,Sample tweet 😊 about Fire TV Stick,neutral,2016-08-26
Fire TV Stick,Sample tweet 😃 about Ring Video Doorbell,positive,2016-09-07
Ring Video Doorbell,Sample tweet 😔 about Kindle Paperwhite,positive,2016-07-22
Fire TV Stick,Sample tweet 😄 about Fire TV Stick,negative,2016-07-15
Echo Dot,Sample tweet 😡 about Fire TV Stick,negative,2016-07-30
AmazonBasics Backpack,Sample tweet 😕 about Kindle Paperwhite,positive,2016-08-19
AmazonBasics Backpack,Sample tweet 😔 about AmazonBasics Backpack,neutral,2016-07-06
Kindle Paperwhite,Sample tweet 😠 about Fire TV Stick,negative,2016-08-24
Ring Video Doorbell,Sample tweet 😃 about AmazonBasics Backpack,positive,2016-08-09
Fire TV Stick,Sample tweet 😠 about Ring Video Doorbell,negative,2016-08-10
Echo Dot,Sample tweet 😠 about AmazonBasics Backpack,neutral,2016-07-22
Echo Dot,Sample tweet 😃 about Echo Dot,negative,2016-07-18
Echo Dot,Sample tweet 😃 about Ring Video Doorbell,negative,2016-08-28
AmazonBasics Backpack,Sample tweet 😄 about Echo Dot,positive,2016-08-29
Kindle Paperwhite,Sample tweet 😕 about Fire TV Stick,positive,2016-09-06
Echo Dot,Sample tweet 😊 about AmazonBasics Backpack,positive,2016-08-21
Echo Dot,Sample tweet 😔 about Ring Video Doorbell,neutral,2016-09-26
AmazonBasics Backpack,Sample tweet 😡 about Ring Video Doorbell,negative,2016-08-02
AmazonBasics Backpack,Sample tweet 😄 about Ring Video Doorbell,negative,2016-08-21
Echo Dot,Sample tweet 😔 about Echo Dot,negative,2016-08-18
Fire TV Stick,Sample tweet 😡 about Ring Video Doorbell,negative,2016-07-20
Echo Dot,Sample tweet 😒 about Fire TV Stick,positive,2016-08-29
Echo Dot,Sample tweet 😠 about Kindle Paperwhite,negative,2016-08-25
Fire TV Stick,Sample tweet 😔 about Echo Dot,positive,2016-09-07
Fire TV Stick,Sample tweet 😊 about Ring Video Doorbell,negative,2016-08-26
Fire TV Stick,Sample tweet 😕 about Kindle Paperwhite,positive,2016-08-27
Kindle Paperwhite,Sample tweet 😒 about Echo Dot,positive,2016-09-09
Fire TV Stick,Sample tweet 😠 about Echo Dot,positive,2016-09-13
Fire TV Stick,Sample tweet 😕 about Kindle Paperwhite,negative,2016-09-09
Fire TV Stick,Sample tweet 😊 about Echo Dot,neutral,2016-08-09
Fire TV Stick,Sample tweet 😒 about Fire TV Stick,neutral,2016-08-28
AmazonBasics Backpack,Sample tweet 😕 about Kindle Paperwhite,neutral,2016-09-16
AmazonBasics Backpack,Sample tweet 😕 about Fire TV Stick,negative,2016-09-14
Ring Video Doorbell,Sample tweet 😕 about AmazonBasics Backpack,positive,2016-07-16
Kindle Paperwhite,Sample tweet 😔 about AmazonBasics Backpack,positive,2016-08-22
Echo Dot,Sample tweet 😠 about Kindle Paperwhite,negative,2016-09-16
Fire TV Stick,Sample tweet 😕 about Fire TV Stick,neutral,2016-07-13
AmazonBasics Backpack,Sample tweet 😡 about Echo Dot,negative,2016-09-02
Kindle Paperwhite,Sample tweet 😔 about Kindle Paperwhite,negative,2016-09-11
Ring Video Doorbell,Sample tweet 😕 about Kindle Paperwhite,positive,2016-08-25
Ring Video Doorbell,Sample tweet 😃 about Fire TV Stick,positive,2016-09-21
AmazonBasics Backpack,Sample tweet 😠 about Kindle Paperwhite,positive,2016-09-01
AmazonBasics Backpack,Sample tweet 😃 about Kindle Paperwhite,neutral,2016-08-15
Fire TV Stick,Sample tweet 😔 about Echo Dot,neutral,2016-09-04
Fire TV Stick,Sample tweet 😃 about Kindle Paperwhite,positive,2016-07-14
Ring Video Doorbell,Sample tweet 😐 about AmazonBasics Backpack,neutral,2016-08-26
Ring Video Doorbell,Sample tweet 😐 about AmazonBasics Backpack,neutral,2016-07-22
Kindle Paperwhite,Sample tweet 😊 about Kindle Paperwhite,positive,2016-07-24
Ring Video Doorbell,Sample tweet 😒 about Echo Dot,neutral,2016-08-29
Echo Dot,Sample tweet 😄 about Kindle Paperwhite,neutral,2016-08-11
Fire TV Stick,Sample tweet 😡 about Echo Dot,neutral,2016-08-08
AmazonBasics Backpack,Sample tweet 😒 about Kindle Paperwhite,neutral,2016-07-25
AmazonBasics Backpack,Sample tweet 😐 about AmazonBasics Backpack,positive,2016-09-21
Ring Video Doorbell,Sample tweet 😃 about Fire TV Stick,neutral,2016-09-07
Kindle Paperwhite,Sample tweet 😕 about Echo Dot,negative,2016-08-08
Kindle Paperwhite,Sample tweet 😡 about Ring Video Doorbell,negative,2016-08-01
Echo Dot,Sample tweet 😒 about AmazonBasics Backpack,positive,2016-08-12
Fire TV Stick,Sample tweet 😠 about Kindle Paperwhite,negative,2016-07-31
Echo Dot,Sample tweet 😊 about Kindle Paperwhite,positive,2016-09-30
Echo Dot,Sample tweet 😃 about Ring Video Doorbell,negative,2016-08-13
Fire TV Stick,Sample tweet 😊 about Ring Video Doorbell,negative,2016-08-28
Kindle Paperwhite,Sample tweet 😠 about Fire TV Stick,positive,2016-09-14
AmazonBasics Backpack,Sample tweet 😊 about Ring Video Doorbell,positive,2016-07-28
Fire TV Stick,Sample tweet 😊 about Kindle Paperwhite,negative,2016-09-06
Echo Dot,Sample tweet 😄 about Kindle Paperwhite,positive,2016-08-06
Kindle Paperwhite,Sample tweet 😊 about Ring Video Doorbell,positive,2016-08-01
AmazonBasics Backpack,Sample tweet 😐 about Ring Video Doorbell,negative,2016-08-08
Echo Dot,Sample tweet 😃 about Echo Dot,negative,2016-09-02
AmazonBasics Backpack,Sample tweet 😕 about Echo Dot,negative,2016-07-31
AmazonBasics Backpack,Sample tweet 😃 about Echo Dot,negative,2016-08-25
AmazonBasics Backpack,Sample tweet 😠 about Fire TV Stick,negative,2016-08-06
Ring Video Doorbell,Sample tweet 😐 about Echo Dot,negative,2016-07-12
Kindle Paperwhite,Sample tweet 😔 about Echo Dot,negative,2016-08-17
Kindle Paperwhite,Sample tweet 😄 about Ring Video Doorbell,positive,2016-08-22
Ring Video Doorbell,Sample tweet 😕 about AmazonBasics Backpack,positive,2016-07-12
AmazonBasics Backpack,Sample tweet 😡 about AmazonBasics Backpack,negative,2016-09-15
Echo Dot,Sample tweet 😄 about Ring Video Doorbell,negative,2016-09-15
AmazonBasics Backpack,Sample tweet 😐 about Fire TV Stick,neutral,2016-07-21
AmazonBasics Backpack,Sample tweet 😊 about Kindle Paperwhite,neutral,2016-09-27
